size,boardID,algo,heur,expanded,branching,cost,time
3x3,   978.txt,ida,linearConflict,25,0.13,11,21
3x3,   979.txt,ida,linearConflict,19,0.09,11,18
3x3,   980.txt,ida,linearConflict,250,0.5,11,53
3x3,   981.txt,ida,linearConflict,63,0.28,11,30
3x3,   982.txt,ida,linearConflict,92,0.34,11,35
3x3,   983.txt,ida,linearConflict,26,0.14,11,19
3x3,   984.txt,ida,linearConflict,46,0.23,11,26
3x3,   985.txt,ida,linearConflict,16,0.06,11,16
3x3,   986.txt,ida,linearConflict,13,0.03,11,15
3x3,   987.txt,ida,linearConflict,30,0.16,11,21
3x3,   988.txt,ida,linearConflict,14,0.04,11,16
3x3,   989.txt,ida,linearConflict,15,0.05,11,15
3x3,   990.txt,ida,linearConflict,42,0.21,11,25
3x3,   991.txt,ida,linearConflict,137,0.4,11,41
3x3,   992.txt,ida,linearConflict,12,0.01,11,14
3x3,   993.txt,ida,linearConflict,28,0.15,11,20
3x3,   994.txt,ida,linearConflict,14,0.04,11,15
3x3,   995.txt,ida,linearConflict,14,0.04,11,15
3x3,   996.txt,ida,linearConflict,55,0.26,11,27
3x3,   997.txt,ida,linearConflict,17,0.07,11,16
3x3,   998.txt,ida,linearConflict,19,0.09,11,17
3x3,   999.txt,ida,linearConflict,30,0.16,11,22
3x3,  1826.txt,ida,linearConflict,414,0.51,12,66
3x3,  1827.txt,ida,linearConflict,14,0.02,12,15
3x3,  1828.txt,ida,linearConflict,12,0.0,12,14
3x3,  1829.txt,ida,linearConflict,20,0.08,12,17
3x3,  1830.txt,ida,linearConflict,17,0.05,12,15
3x3,  1831.txt,ida,linearConflict,22,0.09,12,20
3x3,  1832.txt,ida,linearConflict,15,0.03,12,15
3x3,  1833.txt,ida,linearConflict,466,0.53,12,78
3x3,  1834.txt,ida,linearConflict,115,0.32,12,38
3x3,  1835.txt,ida,linearConflict,462,0.53,12,71
3x3,  1836.txt,ida,linearConflict,27,0.12,12,20
3x3,  1837.txt,ida,linearConflict,258,0.44,12,52
3x3,  1838.txt,ida,linearConflict,18,0.06,12,16
3x3,  1839.txt,ida,linearConflict,288,0.46,12,58
3x3,  1840.txt,ida,linearConflict,13,0.01,12,14
3x3,  1841.txt,ida,linearConflict,96,0.3,12,34
3x3,  1842.txt,ida,linearConflict,31,0.14,12,22
3x3,  1843.txt,ida,linearConflict,22,0.09,12,18
3x3,  1844.txt,ida,linearConflict,484,0.53,12,76
3x3,  1845.txt,ida,linearConflict,140,0.35,12,43
3x3,  1846.txt,ida,linearConflict,34,0.15,12,22
3x3,  1847.txt,ida,linearConflict,23,0.1,12,18
3x3,  1848.txt,ida,linearConflict,12,0.0,12,13
3x3,  1849.txt,ida,linearConflict,34,0.15,12,23
3x3,  1850.txt,ida,linearConflict,289,0.46,12,58
3x3,  2850.txt,ida,linearConflict,18,0.05,13,16
3x3,  2851.txt,ida,linearConflict,22,0.07,13,18
3x3,  2852.txt,ida,linearConflict,15,0.02,13,15
3x3,  2853.txt,ida,linearConflict,19,0.05,13,16
3x3,  2854.txt,ida,linearConflict,721,0.53,13,91
3x3,  2855.txt,ida,linearConflict,52,0.19,13,28
3x3,  2856.txt,ida,linearConflict,28,0.1,13,20
3x3,  2857.txt,ida,linearConflict,336,0.43,13,65
3x3,  2858.txt,ida,linearConflict,18,0.05,13,17
3x3,  2859.txt,ida,linearConflict,61,0.21,13,29
3x3,  2860.txt,ida,linearConflict,44,0.16,13,24
3x3,  2861.txt,ida,linearConflict,556,0.49,13,78
3x3,  2862.txt,ida,linearConflict,445,0.46,13,72
3x3,  2863.txt,ida,linearConflict,19,0.05,13,17
3x3,  2864.txt,ida,linearConflict,16,0.03,13,15
3x3,  2865.txt,ida,linearConflict,30,0.11,13,20
3x3,  2866.txt,ida,linearConflict,16,0.03,13,16
3x3,  2867.txt,ida,linearConflict,16,0.03,13,16
3x3,  2868.txt,ida,linearConflict,21,0.07,13,18
3x3,  2869.txt,ida,linearConflict,14,0.01,13,15
3x3,  2870.txt,ida,linearConflict,19,0.05,13,17
3x3,  2871.txt,ida,linearConflict,16,0.03,13,17
3x3,  2872.txt,ida,linearConflict,136,0.31,13,41
3x3,  2873.txt,ida,linearConflict,21,0.07,13,17
3x3,  2874.txt,ida,linearConflict,26,0.1,13,18
3x3,  4743.txt,ida,linearConflict,309,0.37,14,58
3x3,  4744.txt,ida,linearConflict,2107,0.61,14,146
3x3,  4745.txt,ida,linearConflict,222,0.33,14,52
3x3,  4746.txt,ida,linearConflict,40,0.13,14,24
3x3,  4747.txt,ida,linearConflict,46,0.15,14,25
3x3,  4748.txt,ida,linearConflict,53,0.17,14,27
3x3,  4749.txt,ida,linearConflict,27,0.08,14,20
3x3,  4750.txt,ida,linearConflict,19,0.04,14,16
3x3,  4751.txt,ida,linearConflict,370,0.4,14,68
3x3,  4752.txt,ida,linearConflict,24,0.07,14,18
3x3,  4753.txt,ida,linearConflict,17,0.03,14,16
3x3,  4754.txt,ida,linearConflict,102,0.24,14,36
3x3,  4755.txt,ida,linearConflict,78,0.21,14,32
3x3,  4756.txt,ida,linearConflict,29,0.09,14,20
3x3,  4757.txt,ida,linearConflict,1923,0.6,14,134
3x3,  4758.txt,ida,linearConflict,24,0.07,14,17
3x3,  4759.txt,ida,linearConflict,128,0.27,14,39
3x3,  4760.txt,ida,linearConflict,496,0.43,14,74
3x3,  4761.txt,ida,linearConflict,17,0.03,14,17
3x3,  4762.txt,ida,linearConflict,2335,0.63,14,142
3x3,  4763.txt,ida,linearConflict,71,0.2,14,31
3x3,  4764.txt,ida,linearConflict,699,0.47,14,87
3x3,  4765.txt,ida,linearConflict,33,0.11,14,22
3x3,  4766.txt,ida,linearConflict,128,0.27,14,40
3x3,  4767.txt,ida,linearConflict,20,0.05,14,17
3x3,  7255.txt,ida,linearConflict,144,0.26,15,41
3x3,  7256.txt,ida,linearConflict,34,0.1,15,22
3x3,  7257.txt,ida,linearConflict,26,0.07,15,19
3x3,  7258.txt,ida,linearConflict,623,0.42,15,80
3x3,  7259.txt,ida,linearConflict,35,0.1,15,22
3x3,  7260.txt,ida,linearConflict,398,0.37,15,68
3x3,  7261.txt,ida,linearConflict,425,0.37,15,71
3x3,  7262.txt,ida,linearConflict,2328,0.57,15,147
3x3,  7263.txt,ida,linearConflict,70,0.18,15,31
3x3,  7264.txt,ida,linearConflict,65,0.17,15,29
3x3,  7265.txt,ida,linearConflict,2072,0.55,15,152
3x3,  7266.txt,ida,linearConflict,140,0.25,15,41
3x3,  7267.txt,ida,linearConflict,18,0.02,15,16
3x3,  7268.txt,ida,linearConflict,1958,0.55,15,138
3x3,  7269.txt,ida,linearConflict,1670,0.53,15,123
3x3,  7270.txt,ida,linearConflict,2303,0.57,15,151
3x3,  7271.txt,ida,linearConflict,23,0.05,15,18
3x3,  7272.txt,ida,linearConflict,167,0.27,15,44
3x3,  7273.txt,ida,linearConflict,31,0.09,15,20
3x3,  7274.txt,ida,linearConflict,36,0.1,15,22
3x3,  7275.txt,ida,linearConflict,261,0.32,15,55
3x3,  7276.txt,ida,linearConflict,481,0.39,15,73
3x3,  7277.txt,ida,linearConflict,4709,0.65,15,211
3x3,  7278.txt,ida,linearConflict,268,0.32,15,55
3x3,  7279.txt,ida,linearConflict,291,0.33,15,59
3x3,  9975.txt,ida,linearConflict,2413,0.52,16,147
3x3,  9976.txt,ida,linearConflict,329,0.31,16,62
3x3,  9977.txt,ida,linearConflict,166,0.25,16,44
3x3,  9978.txt,ida,linearConflict,906,0.42,16,99
3x3,  9979.txt,ida,linearConflict,3092,0.55,16,171
3x3,  9980.txt,ida,linearConflict,205,0.27,16,49
3x3,  9981.txt,ida,linearConflict,833,0.41,16,98
3x3,  9982.txt,ida,linearConflict,31,0.07,16,20
3x3,  9983.txt,ida,linearConflict,6036,0.62,16,249
3x3,  9984.txt,ida,linearConflict,1481,0.47,16,126
3x3,  9985.txt,ida,linearConflict,1710,0.49,16,122
3x3,  9986.txt,ida,linearConflict,480,0.35,16,71
3x3,  9987.txt,ida,linearConflict,758,0.4,16,96
3x3,  9988.txt,ida,linearConflict,1690,0.48,16,132
3x3,  9989.txt,ida,linearConflict,210,0.27,16,48
3x3,  9990.txt,ida,linearConflict,32,0.08,16,20
3x3,  9991.txt,ida,linearConflict,492,0.36,16,72
3x3,  9992.txt,ida,linearConflict,1393,0.46,16,117
3x3,  9993.txt,ida,linearConflict,230,0.28,16,52
3x3,  9994.txt,ida,linearConflict,218,0.27,16,49
3x3,  9995.txt,ida,linearConflict,290,0.3,16,57
3x3,  9996.txt,ida,linearConflict,38,0.1,16,22
3x3,  9997.txt,ida,linearConflict,235,0.28,16,51
3x3,  9998.txt,ida,linearConflict,94,0.19,16,33
3x3,  9999.txt,ida,linearConflict,89,0.18,16,32
3x3, 17378.txt,ida,linearConflict,316,0.29,17,60
3x3, 17379.txt,ida,linearConflict,2556,0.49,17,148
3x3, 17380.txt,ida,linearConflict,217,0.25,17,48
3x3, 17381.txt,ida,linearConflict,403,0.31,17,68
3x3, 17382.txt,ida,linearConflict,132,0.2,17,39
3x3, 17383.txt,ida,linearConflict,2719,0.49,17,154
3x3, 17384.txt,ida,linearConflict,33,0.07,17,20
3x3, 17385.txt,ida,linearConflict,79,0.16,17,31
3x3, 17386.txt,ida,linearConflict,940,0.39,17,101
3x3, 17387.txt,ida,linearConflict,32,0.07,17,21
3x3, 17388.txt,ida,linearConflict,7230,0.59,17,271
3x3, 17389.txt,ida,linearConflict,1920,0.46,17,136
3x3, 17390.txt,ida,linearConflict,7031,0.59,17,259
3x3, 17391.txt,ida,linearConflict,9123,0.62,17,307
3x3, 17392.txt,ida,linearConflict,913,0.39,17,100
3x3, 17393.txt,ida,linearConflict,368,0.3,17,62
3x3, 17394.txt,ida,linearConflict,4320,0.54,17,207
3x3, 17395.txt,ida,linearConflict,946,0.39,17,102
3x3, 17396.txt,ida,linearConflict,1268,0.42,17,109
3x3, 17397.txt,ida,linearConflict,3819,0.53,17,191
3x3, 17398.txt,ida,linearConflict,126,0.2,17,39
3x3, 17399.txt,ida,linearConflict,86,0.16,17,33
3x3, 17400.txt,ida,linearConflict,634,0.35,17,81
3x3, 17401.txt,ida,linearConflict,1848,0.45,17,143
3x3, 17402.txt,ida,linearConflict,92,0.17,17,33
3x3, 26907.txt,ida,linearConflict,360,0.27,18,61
3x3, 26908.txt,ida,linearConflict,18964,0.64,18,428
3x3, 26909.txt,ida,linearConflict,2307,0.44,18,144
3x3, 26910.txt,ida,linearConflict,39,0.08,18,24
3x3, 26911.txt,ida,linearConflict,162,0.2,18,42
3x3, 26912.txt,ida,linearConflict,987,0.36,18,102
3x3, 26913.txt,ida,linearConflict,1382,0.39,18,112
3x3, 26914.txt,ida,linearConflict,2887,0.46,18,159
3x3, 26915.txt,ida,linearConflict,695,0.33,18,82
3x3, 26916.txt,ida,linearConflict,114,0.17,18,39
3x3, 26917.txt,ida,linearConflict,1907,0.42,18,133
3x3, 26918.txt,ida,linearConflict,15335,0.62,18,370
3x3, 26919.txt,ida,linearConflict,954,0.36,18,99
3x3, 26920.txt,ida,linearConflict,1495,0.4,18,133
3x3, 26921.txt,ida,linearConflict,2719,0.45,18,159
3x3, 26922.txt,ida,linearConflict,34,0.06,18,22
3x3, 26923.txt,ida,linearConflict,348,0.27,18,63
3x3, 26924.txt,ida,linearConflict,2827,0.46,18,155
3x3, 26925.txt,ida,linearConflict,9319,0.57,18,309
3x3, 26926.txt,ida,linearConflict,2377,0.44,18,159
3x3, 26927.txt,ida,linearConflict,212,0.23,18,49
3x3, 26928.txt,ida,linearConflict,254,0.24,18,55
3x3, 26929.txt,ida,linearConflict,122,0.18,18,37
3x3, 26930.txt,ida,linearConflict,831,0.35,18,91
3x3, 26931.txt,ida,linearConflict,2191,0.43,18,138
3x3, 37785.txt,ida,linearConflict,1116,0.35,19,106
3x3, 37786.txt,ida,linearConflict,103,0.15,19,33
3x3, 37787.txt,ida,linearConflict,573,0.29,19,76
3x3, 37788.txt,ida,linearConflict,1959,0.39,19,148
3x3, 37789.txt,ida,linearConflict,2131,0.4,19,145
3x3, 37790.txt,ida,linearConflict,4277,0.46,19,200
3x3, 37791.txt,ida,linearConflict,4183,0.46,19,188
3x3, 37792.txt,ida,linearConflict,6620,0.5,19,233
3x3, 37793.txt,ida,linearConflict,93,0.14,19,32
3x3, 37794.txt,ida,linearConflict,14918,0.57,19,355
3x3, 37795.txt,ida,linearConflict,7046,0.51,19,266
3x3, 37796.txt,ida,linearConflict,953,0.33,19,111
3x3, 37797.txt,ida,linearConflict,2305,0.41,19,155
3x3, 37798.txt,ida,linearConflict,621,0.3,19,77
3x3, 37799.txt,ida,linearConflict,735,0.31,19,93
3x3, 37800.txt,ida,linearConflict,1902,0.39,19,132
3x3, 37801.txt,ida,linearConflict,362,0.25,19,60
3x3, 37802.txt,ida,linearConflict,1131,0.35,19,103
3x3, 37803.txt,ida,linearConflict,1702,0.38,19,129
3x3, 37804.txt,ida,linearConflict,579,0.29,19,79
3x3, 37805.txt,ida,linearConflict,10864,0.54,19,316
3x3, 37806.txt,ida,linearConflict,2491,0.41,19,156
3x3, 37807.txt,ida,linearConflict,1189,0.35,19,112
3x3, 37808.txt,ida,linearConflict,1208,0.35,19,108
3x3, 37809.txt,ida,linearConflict,16084,0.58,19,404
3x3, 54773.txt,ida,linearConflict,6452,0.46,20,254
3x3, 54774.txt,ida,linearConflict,1115,0.32,20,108
3x3, 54775.txt,ida,linearConflict,1632,0.35,20,121
3x3, 54777.txt,ida,linearConflict,17973,0.55,20,435
3x3, 54778.txt,ida,linearConflict,783,0.3,20,87
3x3, 54779.txt,ida,linearConflict,366,0.24,20,63
3x3, 54780.txt,ida,linearConflict,1533,0.35,20,118
3x3, 54782.txt,ida,linearConflict,182,0.18,20,43
3x3, 54783.txt,ida,linearConflict,10957,0.51,20,279
3x3, 54784.txt,ida,linearConflict,99,0.14,20,35
3x3, 54785.txt,ida,linearConflict,2366,0.38,20,158
3x3, 54787.txt,ida,linearConflict,433,0.25,20,69
3x3, 54788.txt,ida,linearConflict,647,0.28,20,83
3x3, 54789.txt,ida,linearConflict,193525,0.76,20,2586
3x3, 54790.txt,ida,linearConflict,7066,0.47,20,240
3x3, 54791.txt,ida,linearConflict,1346,0.34,20,110
3x3, 54792.txt,ida,linearConflict,761,0.29,20,94
3x3, 54794.txt,ida,linearConflict,473,0.26,20,69
3x3, 54795.txt,ida,linearConflict,145,0.17,20,42
3x3, 54796.txt,ida,linearConflict,2481,0.39,20,157
3x3, 54797.txt,ida,linearConflict,10057,0.5,20,332
3x3, 54798.txt,ida,linearConflict,3582,0.42,20,173
3x3, 54799.txt,ida,linearConflict,1275,0.33,20,107
3x3, 54801.txt,ida,linearConflict,17862,0.55,20,434
3x3, 54802.txt,ida,linearConflict,107,0.14,20,34
4x4,     1.txt,ida,linearConflict,1,0.0,1,8
4x4,     2.txt,ida,linearConflict,1,0.0,1,8
4x4,     3.txt,ida,linearConflict,2,0.0,2,11
4x4,     4.txt,ida,linearConflict,2,0.0,2,11
4x4,     5.txt,ida,linearConflict,0,0.0,0,3
4x4,     6.txt,ida,linearConflict,2,0.0,2,10
4x4,     7.txt,ida,linearConflict,2,0.0,2,8
4x4,    10.txt,ida,linearConflict,3,0.0,3,12
4x4,    11.txt,ida,linearConflict,3,0.0,3,12
4x4,    12.txt,ida,linearConflict,3,0.0,3,12
4x4,    13.txt,ida,linearConflict,3,0.0,3,9
4x4,    14.txt,ida,linearConflict,3,0.0,3,11
4x4,    15.txt,ida,linearConflict,3,0.0,3,11
4x4,    16.txt,ida,linearConflict,3,0.0,3,11
4x4,    17.txt,ida,linearConflict,3,0.0,3,10
4x4,     8.txt,ida,linearConflict,3,0.0,3,12
4x4,     9.txt,ida,linearConflict,3,0.0,3,11
4x4,    18.txt,ida,linearConflict,4,0.0,4,13
4x4,    19.txt,ida,linearConflict,4,0.0,4,14
4x4,    20.txt,ida,linearConflict,4,0.0,4,13
4x4,    21.txt,ida,linearConflict,4,0.0,4,13
4x4,    22.txt,ida,linearConflict,4,0.0,4,13
4x4,    23.txt,ida,linearConflict,4,0.0,4,13
4x4,    24.txt,ida,linearConflict,4,0.0,4,12
4x4,    25.txt,ida,linearConflict,4,0.0,4,13
4x4,    26.txt,ida,linearConflict,4,0.0,4,13
4x4,    27.txt,ida,linearConflict,4,0.0,4,13
4x4,    28.txt,ida,linearConflict,4,0.0,4,14
4x4,    29.txt,ida,linearConflict,4,0.0,4,13
4x4,    30.txt,ida,linearConflict,4,0.0,4,12
4x4,    31.txt,ida,linearConflict,4,0.0,4,12
4x4,    32.txt,ida,linearConflict,4,0.0,4,13
4x4,    33.txt,ida,linearConflict,4,0.0,4,11
4x4,    34.txt,ida,linearConflict,4,0.0,4,14
4x4,    35.txt,ida,linearConflict,4,0.0,4,12
4x4,    36.txt,ida,linearConflict,4,0.0,4,12
4x4,    37.txt,ida,linearConflict,4,0.0,4,13
4x4,    38.txt,ida,linearConflict,4,0.0,4,12
4x4,    39.txt,ida,linearConflict,4,0.0,4,12
4x4,    40.txt,ida,linearConflict,4,0.0,4,13
4x4,    41.txt,ida,linearConflict,4,0.0,4,13
4x4,    71.txt,ida,linearConflict,5,0.0,5,14
4x4,    72.txt,ida,linearConflict,5,0.0,5,13
4x4,    73.txt,ida,linearConflict,5,0.0,5,13
4x4,    74.txt,ida,linearConflict,5,0.0,5,13
4x4,    75.txt,ida,linearConflict,5,0.0,5,13
4x4,    76.txt,ida,linearConflict,5,0.0,5,14
4x4,    77.txt,ida,linearConflict,5,0.0,5,14
4x4,    78.txt,ida,linearConflict,5,0.0,5,14
4x4,    79.txt,ida,linearConflict,6,0.06,5,14
4x4,    80.txt,ida,linearConflict,5,0.0,5,12
4x4,    81.txt,ida,linearConflict,5,0.0,5,14
4x4,    82.txt,ida,linearConflict,5,0.0,5,13
4x4,    83.txt,ida,linearConflict,5,0.0,5,14
4x4,    84.txt,ida,linearConflict,5,0.0,5,13
4x4,    85.txt,ida,linearConflict,5,0.0,5,13
4x4,    86.txt,ida,linearConflict,5,0.0,5,13
4x4,    87.txt,ida,linearConflict,5,0.0,5,14
4x4,    88.txt,ida,linearConflict,5,0.0,5,13
4x4,    89.txt,ida,linearConflict,5,0.0,5,13
4x4,    90.txt,ida,linearConflict,5,0.0,5,12
4x4,    91.txt,ida,linearConflict,5,0.0,5,13
4x4,    92.txt,ida,linearConflict,5,0.0,5,13
4x4,    93.txt,ida,linearConflict,5,0.0,5,14
4x4,    94.txt,ida,linearConflict,5,0.0,5,13
4x4,    95.txt,ida,linearConflict,5,0.0,5,14
4x4,   182.txt,ida,linearConflict,6,0.0,6,14
4x4,   183.txt,ida,linearConflict,6,0.0,6,14
4x4,   184.txt,ida,linearConflict,6,0.0,6,15
4x4,   185.txt,ida,linearConflict,6,0.0,6,14
4x4,   186.txt,ida,linearConflict,6,0.0,6,16
4x4,   187.txt,ida,linearConflict,6,0.0,6,14
4x4,   188.txt,ida,linearConflict,6,0.0,6,15
4x4,   189.txt,ida,linearConflict,6,0.0,6,13
4x4,   190.txt,ida,linearConflict,6,0.0,6,14
4x4,   191.txt,ida,linearConflict,6,0.0,6,14
4x4,   192.txt,ida,linearConflict,8,0.08,6,17
4x4,   193.txt,ida,linearConflict,6,0.0,6,16
4x4,   194.txt,ida,linearConflict,6,0.0,6,14
4x4,   195.txt,ida,linearConflict,6,0.0,6,14
4x4,   196.txt,ida,linearConflict,6,0.0,6,13
4x4,   197.txt,ida,linearConflict,6,0.0,6,14
4x4,   198.txt,ida,linearConflict,6,0.0,6,15
4x4,   199.txt,ida,linearConflict,6,0.0,6,14
4x4,   200.txt,ida,linearConflict,6,0.0,6,13
4x4,   201.txt,ida,linearConflict,6,0.0,6,15
4x4,   202.txt,ida,linearConflict,6,0.0,6,14
4x4,    96.txt,ida,linearConflict,6,0.0,6,15
4x4,    97.txt,ida,linearConflict,6,0.0,6,14
4x4,    98.txt,ida,linearConflict,6,0.0,6,14
4x4,    99.txt,ida,linearConflict,6,0.0,6,15
4x4,   390.txt,ida,linearConflict,10,0.09,7,18
4x4,   391.txt,ida,linearConflict,7,0.0,7,16
4x4,   392.txt,ida,linearConflict,7,0.0,7,15
4x4,   393.txt,ida,linearConflict,7,0.0,7,15
4x4,   394.txt,ida,linearConflict,7,0.0,7,15
4x4,   395.txt,ida,linearConflict,7,0.0,7,15
4x4,   396.txt,ida,linearConflict,7,0.0,7,16
4x4,   397.txt,ida,linearConflict,7,0.0,7,14
4x4,   398.txt,ida,linearConflict,7,0.0,7,16
4x4,   399.txt,ida,linearConflict,7,0.0,7,17
4x4,   400.txt,ida,linearConflict,7,0.0,7,16
4x4,   401.txt,ida,linearConflict,7,0.0,7,16
4x4,   402.txt,ida,linearConflict,9,0.06,7,17
4x4,   403.txt,ida,linearConflict,7,0.0,7,16
4x4,   404.txt,ida,linearConflict,8,0.03,7,17
4x4,   405.txt,ida,linearConflict,7,0.0,7,16
4x4,   406.txt,ida,linearConflict,8,0.03,7,18
4x4,   407.txt,ida,linearConflict,10,0.09,7,18
4x4,   408.txt,ida,linearConflict,7,0.0,7,15
4x4,   409.txt,ida,linearConflict,7,0.0,7,17
4x4,   410.txt,ida,linearConflict,7,0.0,7,16
4x4,   411.txt,ida,linearConflict,7,0.0,7,16
4x4,   412.txt,ida,linearConflict,7,0.0,7,14
4x4,   413.txt,ida,linearConflict,7,0.0,7,15
4x4,   414.txt,ida,linearConflict,7,0.0,7,16
4x4,   836.txt,ida,linearConflict,12,0.09,8,21
4x4,   837.txt,ida,linearConflict,18,0.18,8,24
4x4,   838.txt,ida,linearConflict,11,0.07,8,19
4x4,   839.txt,ida,linearConflict,8,0.0,8,17
4x4,   840.txt,ida,linearConflict,8,0.0,8,16
4x4,   841.txt,ida,linearConflict,10,0.05,8,18
4x4,   842.txt,ida,linearConflict,10,0.05,8,17
4x4,   843.txt,ida,linearConflict,10,0.05,8,17
4x4,   844.txt,ida,linearConflict,13,0.11,8,20
4x4,   845.txt,ida,linearConflict,9,0.03,8,17
4x4,   846.txt,ida,linearConflict,10,0.05,8,18
4x4,   847.txt,ida,linearConflict,8,0.0,8,17
4x4,   848.txt,ida,linearConflict,8,0.0,8,17
4x4,   849.txt,ida,linearConflict,9,0.03,8,16
4x4,   850.txt,ida,linearConflict,10,0.05,8,17
4x4,   851.txt,ida,linearConflict,9,0.03,8,18
4x4,   852.txt,ida,linearConflict,8,0.0,8,15
4x4,   853.txt,ida,linearConflict,31,0.3,8,28
4x4,   854.txt,ida,linearConflict,8,0.0,8,15
4x4,   855.txt,ida,linearConflict,9,0.03,8,17
4x4,   856.txt,ida,linearConflict,12,0.09,8,19
4x4,   857.txt,ida,linearConflict,8,0.0,8,17
4x4,   858.txt,ida,linearConflict,11,0.07,8,20
4x4,   859.txt,ida,linearConflict,8,0.0,8,15
4x4,   860.txt,ida,linearConflict,14,0.12,8,20
4x4,   975.txt,ida,linearConflict,12,0.06,9,19
4x4,   976.txt,ida,linearConflict,10,0.02,9,17
4x4,   977.txt,ida,linearConflict,27,0.22,9,27
4x4,   978.txt,ida,linearConflict,11,0.04,9,18
4x4,   979.txt,ida,linearConflict,9,0.0,9,16
4x4,   980.txt,ida,linearConflict,9,0.0,9,17
4x4,   981.txt,ida,linearConflict,10,0.02,9,19
4x4,   982.txt,ida,linearConflict,9,0.0,9,17
4x4,   983.txt,ida,linearConflict,10,0.02,9,19
4x4,   984.txt,ida,linearConflict,11,0.04,9,20
4x4,   985.txt,ida,linearConflict,9,0.0,9,18
4x4,   986.txt,ida,linearConflict,11,0.04,9,19
4x4,   987.txt,ida,linearConflict,19,0.15,9,22
4x4,   988.txt,ida,linearConflict,10,0.02,9,17
4x4,   989.txt,ida,linearConflict,12,0.06,9,20
4x4,   990.txt,ida,linearConflict,9,0.0,9,19
4x4,   991.txt,ida,linearConflict,9,0.0,9,17
4x4,   992.txt,ida,linearConflict,9,0.0,9,16
4x4,   993.txt,ida,linearConflict,9,0.0,9,17
4x4,   994.txt,ida,linearConflict,13,0.07,9,21
4x4,   995.txt,ida,linearConflict,9,0.0,9,16
4x4,   996.txt,ida,linearConflict,9,0.0,9,16
4x4,   997.txt,ida,linearConflict,12,0.06,9,19
4x4,   998.txt,ida,linearConflict,9,0.0,9,17
4x4,   999.txt,ida,linearConflict,9,0.0,9,16
4x4,  3730.txt,ida,linearConflict,13,0.05,10,18
4x4,  3731.txt,ida,linearConflict,16,0.08,10,22
4x4,  3732.txt,ida,linearConflict,16,0.08,10,21
4x4,  3733.txt,ida,linearConflict,10,0.0,10,19
4x4,  3734.txt,ida,linearConflict,17,0.09,10,21
4x4,  3735.txt,ida,linearConflict,12,0.03,10,18
4x4,  3736.txt,ida,linearConflict,13,0.05,10,19
4x4,  3737.txt,ida,linearConflict,10,0.0,10,18
4x4,  3738.txt,ida,linearConflict,13,0.05,10,20
4x4,  3739.txt,ida,linearConflict,24,0.15,10,26
4x4,  3740.txt,ida,linearConflict,13,0.05,10,29
4x4,  3741.txt,ida,linearConflict,10,0.0,10,16
4x4,  3742.txt,ida,linearConflict,21,0.13,10,26
4x4,  3743.txt,ida,linearConflict,12,0.03,10,21
4x4,  3744.txt,ida,linearConflict,158,0.49,10,54
4x4,  3745.txt,ida,linearConflict,16,0.08,10,23
4x4,  3746.txt,ida,linearConflict,138,0.46,10,54
4x4,  3747.txt,ida,linearConflict,10,0.0,10,17
4x4,  3748.txt,ida,linearConflict,166,0.5,10,55
4x4,  3749.txt,ida,linearConflict,10,0.0,10,17
4x4,  3750.txt,ida,linearConflict,23,0.15,10,25
4x4,  3751.txt,ida,linearConflict,10,0.0,10,16
4x4,  3752.txt,ida,linearConflict,11,0.02,10,17
4x4,  3753.txt,ida,linearConflict,10,0.0,10,17
4x4,  3754.txt,ida,linearConflict,38,0.23,10,31
4x4,  7668.txt,ida,linearConflict,18,0.08,11,21
4x4,  7669.txt,ida,linearConflict,25,0.13,11,26
4x4,  7670.txt,ida,linearConflict,46,0.23,11,34
4x4,  7671.txt,ida,linearConflict,14,0.04,11,20
4x4,  7672.txt,ida,linearConflict,14,0.04,11,21
4x4,  7673.txt,ida,linearConflict,11,0.0,11,18
4x4,  7674.txt,ida,linearConflict,11,0.0,11,18
4x4,  7675.txt,ida,linearConflict,11,0.0,11,20
4x4,  7676.txt,ida,linearConflict,17,0.07,11,23
4x4,  7677.txt,ida,linearConflict,14,0.04,11,21
4x4,  7678.txt,ida,linearConflict,258,0.5,11,71
4x4,  7679.txt,ida,linearConflict,28,0.15,11,25
4x4,  7680.txt,ida,linearConflict,14,0.04,11,21
4x4,  7681.txt,ida,linearConflict,46,0.23,11,32
4x4,  7682.txt,ida,linearConflict,46,0.23,11,33
4x4,  7683.txt,ida,linearConflict,11,0.0,11,18
4x4,  7684.txt,ida,linearConflict,40,0.21,11,29
4x4,  7685.txt,ida,linearConflict,40,0.21,11,31
4x4,  7686.txt,ida,linearConflict,88,0.33,11,39
4x4,  7687.txt,ida,linearConflict,13,0.03,11,19
4x4,  7688.txt,ida,linearConflict,14,0.04,11,18
4x4,  7689.txt,ida,linearConflict,14,0.04,11,20
4x4,  7690.txt,ida,linearConflict,323,0.54,11,73
4x4,  7691.txt,ida,linearConflict,11,0.0,11,20
4x4,  7692.txt,ida,linearConflict,79,0.31,11,38
4x4,  9975.txt,ida,linearConflict,63,0.24,12,34
4x4,  9976.txt,ida,linearConflict,19,0.07,12,22
4x4,  9977.txt,ida,linearConflict,12,0.0,12,19
4x4,  9978.txt,ida,linearConflict,18,0.06,12,22
4x4,  9979.txt,ida,linearConflict,27,0.12,12,26
4x4,  9980.txt,ida,linearConflict,15,0.03,12,20
